input,output
"{""id"": ""4"", ""author"": ""ArtHiveMind"", ""message"": ""but photography wasn't trained on *stolen* works, right? that's the diff for me. #SupportHumanArt"", ""keywords"": [""disagreement"", ""callback"", ""clarification"", ""ethical-concern""]}","{""id"": ""4"", ""author"": ""ArtHiveMind"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 15, ""trust"": 20, ""surprise"": 0, ""sadness"": 30, ""anger"": 40, ""frustration"": 35, ""disgust"": 25, ""fear"": 0, ""contempt"": 30, ""neutral"": 10}, ""moderation"": {""toxicity"": 5, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 10}, ""explainability"": {""top_matched_keywords"": [""disagreement"", ""ethical-concern"", ""stolen works"", ""that's the diff for me"", ""#SupportHumanArt""], ""top_modifiers"": [""emphasis"", ""questioning"", ""contrast""], ""rule_traces"": [{""rule"": ""strong_negative_adjective"", ""impact"": 5}, {""rule"": ""ethical_query"", ""impact"": 10}, {""rule"": ""advocacy_hashtag"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""5"", ""author"": ""SketchyDude"", ""message"": ""🫠"", ""keywords"": [""emoji-only"", ""skepticism""]}","{""id"": ""5"", ""author"": ""SketchyDude"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 10, ""sadness"": 20, ""anger"": 0, ""frustration"": 30, ""disgust"": 0, ""fear"": 15, ""contempt"": 0, ""neutral"": 20}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 8}, ""explainability"": {""top_matched_keywords"": [""🫠"", ""emoji-only"", ""skepticism""], ""top_modifiers"": [""emoji_negative_connotation"", ""non_verbal_expression""], ""rule_traces"": [{""rule"": ""emoji_melting_face"", ""impact"": 10}, {""rule"": ""keyword_skepticism_present"", ""impact"": 5}, {""rule"": ""message_consists_of_only_emoji"", ""impact"": 0}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""6"", ""author"": ""CanvasCritique"", ""message"": ""Oh no, my stick figures are about to be obsolete. What a tragedy. 🤣"", ""keywords"": [""sarcasm"", ""humor"", ""playful""]}","{""id"": ""6"", ""author"": ""CanvasCritique"", ""scores"": {""emotions"": {""joy"": 85, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 10, ""trust"": 0, ""surprise"": 0, ""sadness"": 5, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 10}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""sarcasm"", ""humor"", ""playful"", ""Oh no"", ""What a tragedy"", ""🤣""], ""top_modifiers"": [""sarcastic_tone"", ""emoji_laughter"", ""exaggeration""], ""rule_traces"": [{""rule"": ""sarcasm_detection"", ""impact"": 50}, {""rule"": ""emoji_positive_humor"", ""impact"": 30}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""7"", ""author"": ""InkAndPaper"", ""message"": ""LMAO @CanvasCritique that's peak internet. but seriously, OP is right. the ethical questions are HUGE."", ""keywords"": [""hype"", ""agreement"", ""ethical-concern"", ""mention""]}","{""id"": ""7"", ""author"": ""InkAndPaper"", ""scores"": {""emotions"": {""joy"": 65, ""gratitude"": 0, ""admiration"": 40, ""anticipation"": 35, ""trust"": 75, ""surprise"": 20, ""sadness"": 25, ""anger"": 0, ""frustration"": 20, ""disgust"": 0, ""fear"": 15, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""LMAO"", ""peak internet"", ""OP is right"", ""ethical questions are HUGE"", ""@CanvasCritique"", ""agreement"", ""ethical-concern""], ""top_modifiers"": [""informal_acronym"", ""intensifier"", ""qualifier""], ""rule_traces"": [{""rule"": ""informal_amusement"", ""impact"": 10}, {""rule"": ""agreement_explicit"", ""impact"": 15}, {""rule"": ""ethical_concern_flagged"", ""impact"": 10}, {""rule"": ""user_mention"", ""impact"": 2}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""1"", ""author"": ""RetroWaveRick"", ""message"": ""just saw another SHEIN haul with like 50 items for $100. am i the only one who thinks this is wild??? like where does all that stuff even go after one wear? 😬 #FastFashionFails #Sustainability"", ""keywords"": [""rant"", ""question"", ""hot-take"", ""sustainability""]}","{""id"": ""1"", ""author"": ""RetroWaveRick"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 20, ""sadness"": 10, ""anger"": 10, ""frustration"": 45, ""disgust"": 30, ""fear"": 0, ""contempt"": 15, ""neutral"": 5}, ""moderation"": {""toxicity"": 5, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""SHEIN haul"", ""50 items for $100"", ""wild???"", ""where does all that stuff even go after one wear?"", ""😬"", ""#FastFashionFails"", ""#Sustainability""], ""top_modifiers"": [""multiple_question_marks"", ""discomfort_emoji"", ""rhetorical_question_structure""], ""rule_traces"": [{""rule"": ""topic_critique"", ""impact"": 5}, {""rule"": ""rhetorical_question_present"", ""impact"": 3}, {""rule"": ""discomfort_emoji_use"", ""impact"": 2}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""2"", ""author"": ""EcoChicChloe"", ""message"": ""NO YOU ARE NOT. it's so cringe sometimes. 🌍💸"", ""keywords"": [""agreement"", ""fragment"", ""emoji-led"", ""disgust""]}","{""id"": ""2"", ""author"": ""EcoChicChloe"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 0, ""sadness"": 20, ""anger"": 30, ""frustration"": 75, ""disgust"": 65, ""fear"": 0, ""contempt"": 45, ""neutral"": 5}, ""moderation"": {""toxicity"": 28, ""insult"": 18, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 25}, ""explainability"": {""top_matched_keywords"": [""NO YOU ARE NOT"", ""cringe"", ""disgust"", ""🌍💸""], ""top_modifiers"": [""intensifier (so)"", ""nuance (sometimes)"", ""emoji_present""], ""rule_traces"": [{""rule"": ""strong_disagreement"", ""impact"": 10}, {""rule"": ""negative_colloquialism_cringe"", ""impact"": 15}, {""rule"": ""keyword_disgust"", ""impact"": 10}, {""rule"": ""emoji_present"", ""impact"": 3}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""3"", ""author"": ""TrendTrackerTim"", ""message"": ""Tbh, not everyone can afford sustainable brands. it's a budget thing for a lot of ppl. but yeah, the scale is def an issue."", ""keywords"": [""nuance"", ""counterpoint"", ""perspective""]}","{""id"": ""3"", ""author"": ""TrendTrackerTim"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 5, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 10, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 85}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""not everyone can afford"", ""sustainable brands"", ""budget thing"", ""scale is def an issue"", ""nuance"", ""counterpoint"", ""perspective""], ""top_modifiers"": [""Tbh"", ""def""], ""rule_traces"": [{""rule"": ""neutral_discussion"", ""impact"": 5}, {""rule"": ""counterpoint_presented"", ""impact"": 3}, {""rule"": ""acknowledgement_of_societal_issue"", ""impact"": 2}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""4"", ""author"": ""RetroWaveRick"", ""message"": ""@TrendTrackerTim totally get the budget aspect! my issue is less 'buying fast fashion' and more 'buying SO MUCH fast fashion you wear it once and toss it'. that's the part that gets me with these hauls. #FastFashionFails"", ""keywords"": [""follow-up"", ""clarification"", ""agreement""]}","{""id"": ""4"", ""author"": ""RetroWaveRick"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 20, ""surprise"": 0, ""sadness"": 10, ""anger"": 15, ""frustration"": 55, ""disgust"": 45, ""fear"": 0, ""contempt"": 35, ""neutral"": 50}, ""moderation"": {""toxicity"": 5, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 15}, ""explainability"": {""top_matched_keywords"": [""totally get the budget aspect"", ""my issue is less 'buying fast fashion' and more 'buying SO MUCH fast fashion you wear it once and toss it'"", ""that's the part that gets me"", ""#FastFashionFails""], ""top_modifiers"": [""totally get"", ""SO MUCH"", ""wear it once and toss it"", ""less... and more""], ""rule_traces"": [{""rule"": ""acknowledgement_of_other_perspective"", ""impact"": 5}, {""rule"": ""critique_of_unsustainable_practice"", ""impact"": 10}, {""rule"": ""expression_of_frustration_or_disagreement"", ""impact"": 7}, {""rule"": ""negative_issue_hashtag"", ""impact"": 3}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""5"", ""author"": ""VintageVibesVal"", ""message"": ""The planet is sending you a side-eye 👀😂 #FastFashionFails fr"", ""keywords"": [""sarcasm"", ""humor"", ""emoji-led"", ""agreement""]}","{""id"": ""5"", ""author"": ""VintageVibesVal"", ""scores"": {""emotions"": {""joy"": 55, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 15, ""sadness"": 0, ""anger"": 0, ""frustration"": 10, ""disgust"": 0, ""fear"": 0, ""contempt"": 25, ""neutral"": 5}, ""moderation"": {""toxicity"": 5, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""side-eye"", ""👀"", ""😂"", ""#FastFashionFails"", ""sarcasm"", ""humor"", ""fr""], ""top_modifiers"": [""emoji_humor"", ""sarcastic_tone"", ""social_commentary""], ""rule_traces"": [{""rule"": ""sarcasm_detected"", ""impact"": 15}, {""rule"": ""emoji_positive_laugh"", ""impact"": 10}, {""rule"": ""emoji_observational_eye"", ""impact"": 5}, {""rule"": ""hashtag_social_critique"", ""impact"": 8}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""6"", ""author"": ""SaltySammy"", ""message"": ""influencers promoting this stuff for a quick buck have zero conscience. they just move on to the next trend. 🚮"", ""keywords"": [""criticism"", ""rant"", ""disagreement"", ""emoji-led""]}","{""id"": ""6"", ""author"": ""SaltySammy"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 0, ""sadness"": 15, ""anger"": 65, ""frustration"": 75, ""disgust"": 80, ""fear"": 0, ""contempt"": 85, ""neutral"": 5}, ""moderation"": {""toxicity"": 45, ""insult"": 35, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 50}, ""explainability"": {""top_matched_keywords"": [""zero conscience"", ""quick buck"", ""next trend"", ""🚮"", ""criticism"", ""rant""], ""top_modifiers"": [""emoji_negative"", ""strong_accusation""], ""rule_traces"": [{""rule"": ""strong_criticism_of_group"", ""impact"": 20}, {""rule"": ""negative_emoji_sentiment"", ""impact"": 15}, {""rule"": ""pejorative_language"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""warn""}"
"{""id"": ""7"", ""author"": ""EcoChicChloe"", ""message"": ""@SaltySammy preach! i wish more would do thrift hauls or capsule wardrobe tips instead. WAY more inspiring. #SustainabilityWins"", ""keywords"": [""agreement"", ""suggestion"", ""advice"", ""hype""]}","{""id"": ""7"", ""author"": ""EcoChicChloe"", ""scores"": {""emotions"": {""joy"": 85, ""gratitude"": 60, ""admiration"": 75, ""anticipation"": 40, ""trust"": 65, ""surprise"": 0, ""sadness"": 5, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 10}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""preach!"", ""thrift hauls"", ""capsule wardrobe tips"", ""WAY more inspiring"", ""#SustainabilityWins""], ""top_modifiers"": [""agreement"", ""positive_intensifier""], ""rule_traces"": [{""rule"": ""positive_affirmation"", ""impact"": 20}, {""rule"": ""constructive_suggestion"", ""impact"": 15}, {""rule"": ""positive_sentiment"", ""impact"": 10}, {""rule"": ""hashtag_positive"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""8"", ""author"": ""RetroWaveRick"", ""message"": ""@EcoChicChloe any good accounts you follow for thrift hauls? always looking for new inspo! send recs pls."", ""keywords"": [""request"", ""follow-up"", ""gratitude""]}","{""id"": ""8"", ""author"": ""RetroWaveRick"", ""scores"": {""emotions"": {""joy"": 55, ""gratitude"": 40, ""admiration"": 15, ""anticipation"": 75, ""trust"": 60, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""thrift hauls"", ""new inspo"", ""send recs pls"", ""request"", ""gratitude""], ""top_modifiers"": [""always looking"", ""new inspo"", ""pls""], ""rule_traces"": [{""rule"": ""positive_social_interaction"", ""impact"": 10}, {""rule"": ""recommendation_request"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""1"", ""author"": ""Cinephile_Sam"", ""message"": ""Rewatched The Sixth Sense last night and man, even knowing the twist, it still hits different. What are some movie/show plot twists that genuinely had your jaw on the floor the FIRST time? I need recs for that feeling again! #PlotTwistGoals"", ""keywords"": [""anecdote"", ""question"", ""request"", ""nostalgia""]}","{""id"": ""1"", ""author"": ""Cinephile_Sam"", ""scores"": {""emotions"": {""joy"": 85, ""gratitude"": 15, ""admiration"": 70, ""anticipation"": 90, ""trust"": 40, ""surprise"": 80, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""The Sixth Sense"", ""still hits different"", ""jaw on the floor"", ""I need recs"", ""#PlotTwistGoals""], ""top_modifiers"": [""even knowing the twist"", ""genuinely"", ""FIRST time"", ""again!""], ""rule_traces"": [{""rule"": ""positive_reminiscence"", ""impact"": 10}, {""rule"": ""expression_of_awe"", ""impact"": 15}, {""rule"": ""request_for_recommendations"", ""impact"": 10}, {""rule"": ""positive_hashtag"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""2"", ""author"": ""MovieBuffMia"", ""message"": ""Omg YES The Sixth Sense is peak. For me, def 'Fight Club'. My mind was B L O W N. Totally blindsided. 🤯"", ""keywords"": [""agreement"", ""hype"", ""personal-experience""]}","{""id"": ""2"", ""author"": ""MovieBuffMia"", ""scores"": {""emotions"": {""joy"": 85, ""gratitude"": 10, ""admiration"": 80, ""anticipation"": 40, ""trust"": 30, ""surprise"": 95, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""Omg YES"", ""The Sixth Sense is peak"", ""Fight Club"", ""My mind was B L O W N"", ""Totally blindsided"", ""🤯"", ""agreement"", ""hype"", ""personal-experience""], ""top_modifiers"": [""Omg"", ""YES"", ""peak"", ""def"", ""B L O W N"", ""Totally"", ""🤯""], ""rule_traces"": [{""rule"": ""positive_affirmation"", ""impact"": 20}, {""rule"": ""hyperbolic_praise"", ""impact"": 15}, {""rule"": ""surprise_awe_emoji"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""3"", ""author"": ""TV_Fanatic_Jay"", ""message"": ""Okay but 'The Good Place' season 1 finale?? I legit screamed at my TV. Did NOT see that coming. Like, how?? #TheGoodPlace"", ""keywords"": [""personal-experience"", ""hype"", ""show-specific""]}","{""id"": ""3"", ""author"": ""TV_Fanatic_Jay"", ""scores"": {""emotions"": {""joy"": 55, ""gratitude"": 0, ""admiration"": 45, ""anticipation"": 60, ""trust"": 10, ""surprise"": 95, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""The Good Place"", ""season 1 finale"", ""screamed at my TV"", ""Did NOT see that coming"", ""how??"", ""#TheGoodPlace"", ""personal-experience"", ""hype""], ""top_modifiers"": [""legit"", ""NOT"", ""??"", ""exclamation_mark""], ""rule_traces"": [{""rule"": ""strong_positive_reaction"", ""impact"": 20}, {""rule"": ""high_degree_surprise"", ""impact"": 35}, {""rule"": ""enthusiastic_question"", ""impact"": 15}, {""rule"": ""tv_show_discussion"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""4"", ""author"": ""Cinephile_Sam"", ""message"": ""@TV_Fanatic_Jay UGH YES. forgot about that one. *chef's kiss* brilliant writing."", ""keywords"": [""agreement"", ""emoji-led"", ""callback"", ""hype""]}","{""id"": ""4"", ""author"": ""Cinephile_Sam"", ""scores"": {""emotions"": {""joy"": 90, ""gratitude"": 20, ""admiration"": 95, ""anticipation"": 10, ""trust"": 50, ""surprise"": 15, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""UGH YES"", ""chef's kiss"", ""brilliant writing"", ""agreement"", ""callback"", ""hype"", ""forgot about that one""], ""top_modifiers"": [""intensifier"", ""idiomatic_expression"", ""positive_sentiment"", ""user_mention""], ""rule_traces"": []}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""5"", ""author"": ""SarcasticSteve"", ""message"": ""Pfft, everyone 'saw' the Sixth Sense twist coming. The real mind-bender was 'Knives Out' for me. The 'donut hole' explanation? ICONIC. Way better than all the 'dead person' twists."", ""keywords"": [""sarcasm"", ""counterpoint"", ""opinion""]}","{""id"": ""5"", ""author"": ""SarcasticSteve"", ""scores"": {""emotions"": {""joy"": 60, ""gratitude"": 0, ""admiration"": 75, ""anticipation"": 0, ""trust"": 0, ""surprise"": 10, ""sadness"": 0, ""anger"": 15, ""frustration"": 25, ""disgust"": 20, ""fear"": 0, ""contempt"": 40, ""neutral"": 20}, ""moderation"": {""toxicity"": 15, ""insult"": 5, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 10}, ""explainability"": {""top_matched_keywords"": [""sarcasm"", ""counterpoint"", ""opinion"", ""Pfft"", ""everyone 'saw'"", ""real mind-bender"", ""Knives Out"", ""'donut hole' explanation"", ""ICONIC"", ""Way better"", ""dead person' twists""], ""top_modifiers"": [""dismissive_interjection"", ""sarcasm_indicator"", ""intensifier""], ""rule_traces"": [{""rule"": ""sarcasm_detection"", ""impact"": 10}, {""rule"": ""strong_positive_appraisal"", ""impact"": 20}, {""rule"": ""dismissive_language"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""6"", ""author"": ""Cinephile_Sam"", ""message"": ""@SarcasticSteve lmao maybe you're just smarter than me then! 🤷‍♀️ but 'Knives Out' was amazing too, love a good whodunnit."", ""keywords"": [""humor"", ""follow-up"", ""agreement""]}","{""id"": ""6"", ""author"": ""Cinephile_Sam"", ""scores"": {""emotions"": {""joy"": 88, ""gratitude"": 55, ""admiration"": 78, ""anticipation"": 45, ""trust"": 65, ""surprise"": 10, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 2}, ""explainability"": {""top_matched_keywords"": [""humor"", ""agreement"", ""lmao"", ""smarter than me"", ""🤷‍♀️"", ""Knives Out was amazing"", ""love a good whodunnit""], ""top_modifiers"": [""acronym_humor"", ""emoji_positive_sentiment""], ""rule_traces"": [{""rule"": ""positive_sentiment"", ""impact"": 40}, {""rule"": ""humorous_content"", ""impact"": 25}, {""rule"": ""positive_emoji"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""7"", ""author"": ""FilmNerdNora"", ""message"": ""🤯🤯🤯"", ""keywords"": [""emoji-only"", ""agreement"", ""hype""]}","{""id"": ""7"", ""author"": ""FilmNerdNora"", ""scores"": {""emotions"": {""joy"": 75, ""gratitude"": 0, ""admiration"": 80, ""anticipation"": 65, ""trust"": 10, ""surprise"": 95, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""🤯"", ""emoji-only"", ""agreement"", ""hype""], ""top_modifiers"": [""emoji_repetition"", ""intensity""], ""rule_traces"": [{""rule"": ""emoji_positive_shock_awe"", ""impact"": 15}, {""rule"": ""emoji_repetition_intensity"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
